"Pigeon (wild one), n., Baba.","Pistol, n., Àkùtiàgi.",,
"Piggyback, v., Kpan","Pit, n., Gushe.",,
"Piggyback, n., Kpikpan","Pit (seed), n., Eda.",,
"Pigment, n., Ètạngi.","Pitch (tent), v., Kan.",,
"Pike, n., Garagi.","Pitch (smear), v., Tan.",,
"Pile, n., Eda.","Pitch, n., Tiri.",,
"Pile, v., Kpada; Kpa eda.","Pitch-black, adj., Tirinyi.",,
"Piles, n., Gizogi.","Pitcher, n., Mange.",,
"Pile up, v., Tukpe.","Pitfall, n., Eko.",,
"Pill, n., Páyagi.","Pithily, adv., Turianyi.",,
"Pillar, n., Kpègi.","Pity, v., Gùṇyè.",,
"Pillory, v., Shilia.","Pity, n., Yěgùṇ.",,
"Pillow, n., Tuti.","Pivot, n., Sankara.",,
"Pillow case, n., Edetuti.","Place, n., Ebà.",,
"Pilot, v., Gìn.","Placenta, n., Elo; Elogi.",,
"Pilot, n., Gìnza.","Placid, adj., Tunyi.",,
"Pimp, n., Bakánta.","Plague, n., Pạmvugi.",,
"Pimple, n., Ègbagi.","Plain (clear), adj., Kpara.",,
"Pin, n., Ecǐn.","Plain (field), n., Làgǎṇ.",,
"Pinnacle, n., Gbètí.","Plainly, adv.,Yekpara.",,
"Pinch, v., Ko tikpa.","Plait, v., Tin.",,
"Pinch, n., Tikpa.","Plan, v., Kpa.",,
"Pincers, n., Tikpakoko.","Plan, n., Ekpa.",,
"Pincushion, n., Mikin; Emikin.","Plane, n., Pàlàgi.",,
"Pine (tree), n., Nukpaci.","Plane (aeroplane), n., Yafitigi.",,
"Pine (yearning), n., Ebowan.","Planet, n., Nyạkǎṇ",,
"Pine, v., Wanbo.","Planning, n., Kpikpa.",,
"Pineapple, n., Diàdiàgùṇ.","Plank, n., Patako; Kpatako.",,
"Pious, adj., Deguru.","Plant, v., Dzò.",,
"Pip, n., Ekpagi.","Plant, n., Sáṇṇá.",,
"Pipa, n., Keregi.","Plantain, n., Yàbàkó.",,
"Pipe, n., Èfà.","Plantation, n., Cigbangata.",,
"Pipe (tobacco), n., Èfà tabà.","Planter, v., Enyadzoci.",,
"Plantlet, n., Guluba.","Plot (rice plot), n., Davo.",,
"Plaque, n.,Wogiri","Plough, v., Dzuga.",,
"Plaster, n., Ezun.","Plough, n., Gadzu.",,
"Plaster, v., Fizun; Fi ezun.","Plover, n., Capayele.",,
"Plaster, n., Ezun.","Plow, n., Dugbashe.",,
"Plate, n., Tasagi; Pileti.","Plow, v., Gbonu.",,
"Plateau, n., Edati.","Pluck (fruits), v., Fe.",,
"Platform, n., Siṇsàrà.","Pluck, v., Bogi.",,
"Platter, n., Shapá.","Pluck up, v., Mu; Muya.",,
"Play, n., Èdzǒ.","Plug, n., Nyagun.",,
"Play, v., Dzódzǒ.","Plug, v., Tè.",,
"Playground, n., Dzomba.","Plum, n., Jinjère.",,
"Playmate, n., Dzomaci.","Plum (black), n., Edìṇ.",,
"Pleach, v., Swagba.","Plummet, v., Zunkin.",,
"Plead, v., Tangwa.","Plump, adj., v., Yeye.",,
"Pleasant, adj., Gbezhi.","Plumpy, adj., Yeye; Putunyi",,
"Please, interj., adv., Awo.","Plunk (exactly), adv., Yanyi.",,
"Pleased, v., Mafi.","Pocket, n., Dzufạn.",,
"Pleasing, n., Mimafi.","Pocket (side pocket), n., Sàṇà.",,
"Pleasure, n., Dàmàn.","Pod, n., Kpanko.",,
"Pleat, v., Yífí.","Podgy, adj.,Bambu",,
"Pleat, n., Yífígi.","Poet, n., Madiwu.",,
"Pledge, v., Lànà.","Point (finger), v., Tagwa.",,
"Pledge, n., Ànà.","Point at, v., Tagwatun.",,
"Plenary, adj., Janja.","Point, n., Tígi; Etígi.",,
"Plenteous, adj., Dangusa.","Pointed, adj., Mi.",,
"Plentiful, adj., Dangu.","Pointless, n., Felanla.",,
"Plenty, adj., Dokun.","Poison, n., Emí.",,
"Pliability, n., Elè.","Poison (diabolical), n., Cèrě.",,
"Pliable, adj., Lè.","Poison (for arrows), n., Nạncé.",,
"Pliant, adj., Lèlè.","Poison (very deadly poison), n.,",,
"Plinth, n., Kinshigi; Takun kinshi.",Cékperí.,,
"Plodding, adj., Fushe.","Poke, n., Gbogbó.",,
"Plot (scheme), v., Pa.","Poke, v., Tsun.",,
"Plot, n., Ribi.","Poker, n., Fàṇǎṇ.",,
"Plot (land), n., Ela.","Polar, adj., Micingi.",,
"Pole, n., Kuci.","Porpoise, n., Ena nuwan.",,
"Pole (dye), n., Mucia.","Porridge, n., Eje. Cf: Pap (Kunnu)",,
"Police, n., Cété.","Port, n., Kpàtazúṇ.",,
"Polish, v., Ko.","Porter, n., Ekpolaci.",,
"Polite, adj.,De ladabi","Portion, n., Jègǎn.",,
"Politeness, n., Ladabi.","Portly, adj., Sanra.",,
"Politics, n., Alúgbό.","Position (place), n., Ekpo.",,
"Polliwogs, n., Tanlegbegi;","Position (rank), n., Kpomi; Ekpomi.",,
Tanlegbelegbegi.,"Possess (own), v., Dá.",,
"Pollen, n., Ebi.","Possessor, n., Nyádá.",,
"Poll tax, n., Haraji.","Possible, adj., Basun.",,
"Pommel, n., Sakoro; Esa koro.","Possibly, adv., Wunjinwo ko.",,
"Pompous, adj., Mimi.","Post, n., Èkpó.",,
"Pond, n., Ewan.","Post (Support), n., Gaṇgaṇ.",,
"Ponder, v., Doko.","Post (fence), n., Cigbangba.",,
"Pondering, n., Ekodo.","Postern, n., Dzungi.",,
"Ponderous, adj., Banku.","Posthaste, adv., Paranyi.",,
"Pong, n., Etswanewu.","Postpone, v., Takpa.",,
"Pony, n., Èkpogi; Èkiá kúrù.","Postponement, n., Kpata; Ekpata.",,
"Pool (water), n., Ebú.","Pot, n., Dùkùṇ.",,
"Pool (resources), v., Tadǔ.","Pot (all clay types), n., Nyạkùṇ.",,
"Pooh! Interj., Wush!","Pot (large), n., Dangàrà.",,
"Poor, adj., Jiya.","Pot (with a large mouth), n., Egbagi.",,
"Poor, n., Yajinci.","Pot (with wide mouth), n., Gbada.",,
"Pop, v., Tin.","Potash, n., Kạnwạṇ.",,
"Popcorn, n., Gúgúrú.","Potassium, n., Swaka.",,
"Popcorn (ground), n., Pùtaka.","Potato(general term), n., Dùkú.",,
"Poplar, n., Dokùṇgi.","Potato (Irish), n., DùkúAyirìshì.",,
"Popper, n., Gúgúrúkạnci.","Potato (sweet potato), n.,",,
"Poppy, n., Ekan bokun.",Kúdúndùkú.,,
"Population, n., Zhima.","Potency, n., Èkpì.",,
"Porch, n., Yakunti.","Potent, adj., Kpìkpì.",,
"Porcupine, n., Kpábi.","Potential, n., Kpìkpìgi.",,
"Porcupine (brushtail type), n.,","Pothole, n., Gbòrǒ.",,
Kùgběrè.,"Potion, n., Eca.",,
"Pork, n., Nakakutsun; Naka kutsun.","Pot scrapings, n., Ekan.",,
"Potsherd, n., Yisakun.","Precedence, n., Etigo.",,
"Potter, n., Enyamici.","Precious stone, n., Gbuzù.",,
"Pottery, n., Dukunmi.","Precipice, n., Cínlà.",,
"Potto, n., Gàdàgi.","Precipitous, adj., Tukpiagi.",,
"Pouch, n., Banda.","Precise, adj., Fini.",,
"Pounce on, v., Vakpe.","Precisely, adv., Fininyi.",,
"Pound, v., Pà.","Preeminent, adj., Kongoko.",,
"Pound sterling, n., Pan.","Prefer, v., Naye.",,
"Pounded yam, n., Cingini.","Pregnancy, n., Ewan.",,
"Pour, v., Zhe.","Pregnant, adj., Dewan.",,
"Pout, v., Tsunmi.","Prehistory, n., Tanfari; Etanfari.",,
"Poverty, n., Yàjì.","Prejudice, n., Ebonyi.",,
"Powder, n., Rùkùgi.","Premium, n., Harafiya.",,
"Powdery, adj., Rùkù.","Premolar, n., Gagawú.",,
"Power, n., Kágbó.","Preparation, n., Ekpatú.",,
"Powerful, adj., Kágbóci.","Prepare, v., Túkpa.",,
"Practice (traditions), adj., Zhìzhì.","Prepare the way, v., Tukpa.",,
"Prairie chicken, n., Wakulawasa.","Preposterous, adj., Felulu.",,
"Prairie hen, n., Bishegi gonta.","Prepuce, n., Badùṇ; Ebadùṇ.",,
"Praise, v., Kin.","Present, to be, v., Danbo.",,
"Praise, n., Kinkin.","Present (now), n., Kazuana.",,
"Praise singer, n., Kinkinci.","Present (gift), n., Túkúci.",,
"Prance, v., Jin tsotsonyi.","Present, v., Wugban",,
"Prank, play, v., Tà.","Presentation, n., Egbanwu.",,
"Prank, n., Tita.","Preserve, v., Lezo.",,
"Pray (supplicate), v., Gǐye.","Preside, v., Shigbo; Shi yegboro.",,
"Pray (Sallat), v., Jiṇ Sálla.","Presidency, n., Egboshicikpo.",,
"Prayer (supplication), n., Bibebà.","President, n., Cata",,
"Prayer (Sallat), n., Sálla.","President-elect, n., Liwa-Cata",,
"Prayer beads, n., Tasabi.","Presidential, adj., Cataci.",,
"Praying mantis, n., Làvonlàvo.","Presiding, n., Egboshi.",,
"Preach, v., Shìwò.","Press, v., Pà.",,
"Preacher, n., Wòshìgi.","Press, n., Kpókpó.",,
"Preaching, n., Wòshì.","Press against, v., Fipa.",,
"Precarious, adj., Kpege.","Press conference, n., Kukugunba",,
"Precede, v., Goti.",Kpókpó.,,
"Acme, n., Lègè.","Acquired advantage, n., Edzoló",,
"Acmeism, n., Lègèjiṇ.",gígòci.,,
"Acne, n., Gízògi.","Acquired character, n., Yèrébó",,
"Acne conglobata, n., Gízògi  tíkaṇko.",gígòci.,,
"Acne rosacea, n., Gízògi","Acquired endowment, n., Riagí",,
korodzûndzûn.,gígòci.,,
"Acne vulgaris, n., Gízògi dacigi.",Acquired immune deficiency,,
"Acoelomate, n., Ràfogbàṇ.","syndrome, n., Cigáṇí díṇdíṇké",,
"Acolyte, n., Kpanyági.",zhìtuṇró gígòci.,,
"Aconcagua, n., Àkonkágùwà.","Acquired taste, n., Sàṇwo gigígò.",,
"Aconite, n., Naṇcé.","Acquirement, n., Gigígò.",,
"Aconitine, n., Naṇcégi.","Acquirer, n., Zagígòci.",,
"Acorn, n., Yénsùn.","Acquisition, n., Gògògí.",,
"Acorn barnacle, n., Kandùsaṇ","Acquisition account, n., Dǔdạngi",,
yénsùn.,gògògí.,,
"Acorn squash, n., Èbě yénsùn.","Acquisition cost, n., Wófà gògògí.",,
"Acorn worm, n., Ègo yénsùn.","Acquisition mailing, n., Fúfùgí",,
"Acouchi, n., Àkúshì.",gògògí.,,
"Acoustic, adj., Guṇwo; Eguṇwo;","Acquisitions, n., Gògògízhì.",,
Eguṇ wo.,"Acquisition stock, n., Kìtì gògògí.",,
"Acoustic nerve, n., Dìṇkiṇ guṇwo.","Acquisitive, adj., Gògògíci.",,
"Acoustic neuroma, n., Dìṇkiṇgiwùṇ","Acquit, v., Foyé.",,
guṇwo.,"Acquittal, n., Yéfo.",,
"Acoustic roll, n., Nyàtsaṇ guṇwo.","Acquittance, n., Gbàtàfo.",,
"Acoustics, n., Guṇwozhi.","Acrania, n., Ràtívo.",,
"Acoustic tile, n., Giamạ guṇwo.","Acre, n., Kânpá.",,
"Acoustic trauma, n., Tìntán guṇwo.","Acreage, n., Kânpági.",,
"Acoustoelectric, n.,","Acredit, v., Gíjìbà.",,
Nạdìṇdorógiguṇwo.,"Acreditation, n., Jìbàgí.",,
"Acquaint, vt., Nyakà.","Acredited, adj., Jìbàgíci.",,
"Acquaintance, n., Nugùndò.","Acredited investor, n., Zawúfạn",,
"Acquaitance rape, n., Shiankálá",Jìbàgíci.,,
zàkáṇ.,"Acre-foot, n., Bìcíkpere kânpá.",,
"Acquainting, n., Ekànya.","Acre-inch, n., Eními kânpá.",,
"Acquiesce, v., Fáyé.","Acrid, adj., Tsàró.",,
"Acquire, v., Bó.","Acridine, n., Tsàrógi.",,
"Pressman, n., Kpókpóci.","Principle, n., Tídzò.",,
"Presuppose, v., Kpayetu.","Print, v., Pàkpó; Pà kpókpó.",,
"Pressure, put on, v., Pàdzu.","Print, n., Kpópàgi; Kpókpópàgi.",,
"Pressure, n., Èpà; Pàpà.","Printer, n., Kpókpópàci.",,
"Pressurize, v., Pàba.","Printing, n., Kpókpópà.",,
"Prestige, n., Rufuma.","Print out, v., Pàkpó tiṇya.",,
"Presume, v., Báyèshí.","Prior, adv. Kédzò.",,
"Pretend, v., jin Baru.","Priority, n., Kédzògi.",,
"Pretension, n., Baru.","Prism, n., Èdìngi.",,
"Pretty, adj., v., Dzombagi.","Prison, n., Ledu.",,
"Prevail, v., Wuka.","Prisoner, n., Kònǔ.",,
"Prevalent, adj., Buda.","Prisoner of war, n., Konukun.",,
"Prevalently, adv., Budabudanyi.","Privacy, n., Danle; Edanle.",,
"Prevent, v., Kàṇ.","Private, adj., Kóbagi.",,
"Prevention, n., Èkàṇ.","Private part, n., Toba.",,
"Previous, adv., Lele.","Privation, n., Egwaba.",,
"Previous, adj., Le.","Privatize, v., Jin ledan.",,
"Price, n., Rùwó.","Privet, n., Dàṇkùṇ cigbàngi.",,
"Price, v., Dá rùwó.","Probably, adv., A kpekin.",,
"Price tag, n., Wokinwokin.","Probable, n., Kpekin.",,
"Prick (conscience), v., Kpati.","Probe, v., Dibati.",,
"Prick (sting), v., Kin.","Proboscis, n., Ègwá.",,
"Prickle, n., Gara.","Proceed, v., Yàlo.",,
"Prickle, v., Gě.","Proceedings, n., Ganya.",,
"Prickly heat, n., Cecengi.","Process, v., Ketun; Ke etun.",,
"Pride, n., Giwo; Egiwo.","Process, n., Tunke; Etunke.",,
"Priest, n., Bǒci.","Proclaim, v., Yìdaṇ.",,
"Primary, adj., Dzòdzò.","Proclamation, n., Daṇyì.",,
"Prime, adj., Èdzò.","Procrastinate, v., Koyena.",,
"Prime Minister, n., Ndaeji.","Procrastination, n., Yèṇàko.",,
"Prime of life, n., Takari.","Proconsul, n., Ajale.",,
"Prince, n., Mamman.","Prod, v., Dan kangi",,
"Princess, n., Mama.","Prodding, n., Kangidan.",,
"Principal (chief), adj., n., Kitso.","Produce, v., Matun; Ma etun.",,
"Principal (money), n., Wonna; Ewo","Product, n., Tunma.",,
nna.,"Profane, v., Keto; Ke tokó.",,
"Profanity, n., Toke; Tokóke.","Proprietor, n., Botso.",,
"Professional, n.,","Proscribe, v., Kanyi; Ka nyi.",,
"Profile, n., Furusàngi.","Prose, n., Kagada; Ka gada.",,
"Profile, v., Sànfuru; Sàn furu.","Prosper, v., Jin kpara.",,
"Profit, n., Èlè.","Prosperity, n., Kpára.",,
"Profit, v., Gilè.","Prosperous, adj., Jin kpára.",,
"Profligate, adj., Nusha.","Prostrate, v., Dákpià.",,
"Profound, adj., Lolo.","Prostrate (thank), v., Dájiṇ.",,
"Profundity, n., Lolo.","Prostitute, n., Bamvogi.",,
"Profuse, adj., Dangusalia.","Protease, n., Dzòngikòci.",,
"Profusely, adv., Gbialianyi.","Protect, v., Tswa.",,
"Progenitor, n., Kaṃá.","Protection, n., Tsutswa.",,
"Progress, n., Eyelo.","Protection (divine), n., Kiwo.",,
"Proliferate, v., Kpangbara.","Protein, n., Dzòngi.",,
"Prolong, v., Gban.","Protest, v., Gimikpaka.",,
"Prominence, n., Kúkúngi.","Protest, n., Mikpakagi.",,
"Prominent, adj., Jin kúkún.","Protracted, adj., Kogba.",,
"Prominent, vt., Kúkún.","Protuberance, n., Rondogi.",,
"Promise, v., Zhìgbê.","Protuberant, adj.,Rondonyi",,
"Promise, n., Gbêzhì.","Protuberantly, adv., Rondorondonyi.",,
"Prompt, v., Konyi.","Provision, n., Mugungi.",,
"Promptly, adv., Konkonyi.","Proud, adj., v., Wogi.",,
"Promulgate, v., Kpégàṇmi.","Proverb, n., Gàṇmǎṇgáṇ.",,
"Promulgation, n., Gàṇmikpé.","Provocation, n., Sunkana.",,
"Prone (tendency), adv., Bambó.","Provoke, v., Jin sunkana.",,
"Prone (spreadeagle), adj., Kpe para.","Prudent, adj., Keso.",,
"Prong, n., Laci.","Pruner, n., Ele.",,
"Proof, n., Wujia; Wuja.","Pruning hook, n., Ègbàṇ.",,
"Prop, n., Dogba.","Pruning stick, n., Elè.",,
"Propaganda, n., Sákpálákàn.","Pry, v., Tudan",,
"Propagate, v., Sákpálá.","Prying, n., Edantu.",,
"Property, n., Dandan.","Psalm, n., Zàbura.",,
"Prophecy, n., Gigàṇshishì","Pubertal, adj., Balaga.",,
"Prophesy, v., Gàṇshishì.","Puberty, n., Baligi.",,
"Prophesy, v., Ganshishi.","Puberty, reach, v., Jin baligi.",,
"Prophet, n., Anabi.","Pubes, n., Yita.",,
"Pubic, region, n., Banda.","Purblindness, n., Taruba.",,
"Public, adj., Yedanyi; Eye danyi.","Pure, adj., Gi.",,
"Publication, n., Yedanyishi.","Pure (clean), adj., Liye.",,
"Publicity, n., Yedanyijin.","Pure (pristine), adj., Gbagbara.",,
"Publicly, adv., Be eyedanyi.","Purebred, adj., Zam.",,
"Publish, v., Shiyedanyi.","Purify, v., Dangwa.",,
"Pudding, n., Dǔngǔ. .","Purity, n., Gigi.",,
"Puddle, n., Lebu.","Purpose, n., Ebàfè; Bàfè.",,
"Puce, n., Wanye.","Purposely, adj., Fèbà.",,
"Pucker, v., Jin èwǔ.","Purse, n., Akpama.",,
"Pucker, n., Èwǔ.","Purser, adj., Kpamaci; Akpamaci.",,
"Puckering, n., Èwǔ.","Purslane, n., Fingi.",,
"Puff, v., Kefe.","Pursue, v., Fan.",,
"Puff, n., Efeke.","Push, v., Dagwa.",,
"Puffed, adj., Pulia.","Puss, n., Bigia; Ebi egia.",,
"Puffy, adj., Fakun.","Pussy, n., Musun.",,
"Puke, v., Jin kunmalo.","Put, v., Ladan; La… dan.",,
"Pull, v., Din.","Put down, v., La cici.",,
"Pullet, n., Fugi; Bishe fugi.","Put (in lots, arrange), v., Kpa.",,
"Pulley, n., Egi sankara.","Put on (wear), v., Kun.",,
"Pulped, adj., Boda.","Put on (wear cap or hat), v., Kpe.",,
"Pulpy, adj., Bodaboda.","Put on (trousers, skirt, shorts), v.,",,
"Pulsate, v., Kundù kundù.",Dan.,,
"Pulse, n., Kundù.","Puzzle, v., Jin kpuru.",,
"Pulverized, adj., Putu.","Puzzle, n., Kpurukpuru.",,
"Pummel, v., Tunko.","Pygmy, n., Takpagia.",,
"Pump, v., Dìṇjè; Èdìṇ èjè.","Pyjamas, n., Ewole.",,
"Pump, n., Jèdìṇ; Jèdìṇgi.","Python, n., Wanko; Ewanko.",,
"Pumpkin, n., Èbě; Èběshe.",,,
"Punch, v., Tunnashi.",,,
"Punch, n., Nashi.",,,
"Punish, v., Gun fani.",,,
"Punishment, n., Fani.",,,
"Pupa, n., Konto.",,,
"Pupil, n., Katungi; Karatungi.",,,
"Purblind, v., Jin taruba.",,,
Q,,,
"Quadruped, n., Gwadagi;",,,
Nagwadagi; Ena Egwadagi.,,,
"Quaggy, adj., Kpalumagi.",,,
"Quake, v., Jigi.",,,
"Quail, n., Patibishengi.",,,
"Qualify, v., Mạlíri; Mạ líri.",,,
"Qualification, n., Lírimạ.",,,
"Quality, n., Lírikùṇ.",,,
"Quantify, v., Dan tsuwan.",,,
"Quantity, n., Tsuwan.",,,
"Quarrel, n., Ewun; Ewunsun.",,,
"Quarrel, v., Sunwun.",,,
"Quarrelsome, adj., Cencekogi.",,,
"Quarter, n., Daṇnàgúṇni.",,,
"Quavering, n., Kubakuba.",,,
"Queen, n., Aluwo.",,,
"Quench, v., Nú.",,,
"Quiet, adj., adv., Sanyi.",,,
"Quiet, v., Sunsun.",,,
"Quietness, n., Esunsun.",,,
"Question, v., Gbinga.",,,
"Question, n., Egangbin",,,
"Queue, n.,Shiriya.",,,
"Quick, adv., Vànyǐ.",,,
"Quickly, adv., Vànyǐ.",,,
"Quicksand, n., Madan.",,,
"Quill, n., Dinni bishe.",,,
"Quit, v., Zoye.",,,
"Quite, adv., Ke.",,,
"Quitting, n., Nushi; Enushi.",,,
"Quiver, n., Gukanci.",,,
"Quiver, v., Kunriri.",,,
"Quiz, v., Cinyé.",,,
"Qur’an, n., Kùranì; Kùranù.",,,
R,,"Ramification (branch), n., Katamkpa.",
,,"Ramify, v., Sa katamkpa.",
"Rabbit, n., Karigi; Kayigi.",,,
,,"Ramp, n., Egbe.",
"Race, v., Maci.",,,
,,"Rampart, n., Ebangi.",
"Raccoon, n., Woda; Dakungba woda.",,,
,,"Ramrod, n., Tabariya.",
"Radical, adj., Kpanla.",,,
,,"Rancid, adj., Mamǎ.",
"Radically, adv., Kpanlanyi.",,,
,,"Range, n., Lòjèrě; Elò jèrě.",
"Radish, n., Cutapawu.",,,
,,"Rank, n., Tíci.",
"Raffia palm, n., Eba.",,,
,,"Ransom, n., Wósa; Ewósa.",
"Raffia palm fruit, n., Bankoro.",,,
,,"Ransom, v., Sa.",
"Raffia palm seedling, n., Bangan.",,,
,,"Rap (knock), v., Tako.",
"Raffia palm wine, n., Makoro.",,,
,,"Rapacious, adj., Bonin.",
"Raft, n., Eyakpa.",,,
,,"Rapaciousness, n., Nimbo.",
"Rafter, n., Kapoci.",,,
,,"Rape, v., Jiṇ shiankálá.",
"Rag, n., Èdě sakun.",,,
,,"Rape, n., Shiankálá.",
"Ragamuffin, n., Kakamfo.",,,
,,"Rapeseed, n., Nufu.",
"Rage, n., Wùṇpáṇ.",,,
,,"Rapid, adj., Banyi.",
"Ragtag, adj., Sangbele.",,,
,,"Rapidly, adv., Babanyi.",
"Raid, v., Gídò; Gí èdò.",,,
,,"Rapids (water), Gbudu.",
"Raid, n., Èdògí.",,,
,,"Rapist, n., Shiankalagi.",
"Rail, n., Kwadu; Kwakwadu.",,,
,,"Rapping, n., Kota; Ekota.",
"Railroad, n., Ekpaya.",,,
,,"Rare, adj., Fényi.",
"Rain, n., Ele.",,,
,,"Rascal, n., Gibi.",
"Rain, v., Dule.",,,
,,"Rash, adj., Kegbugbu.",
"Rainbow, n., Duwa.",,,
,,"Rash, n., Ènyǐ.",
"Rainfall, n., Ègan.",,,
,,"Rash (out), v., Kò.",
"Rain water, n., Sòkóle.",,,
,,"Rashness, n., Gbugbuke.",
"Rainy season, n., Zunzunka.",,,
,,"Rat, n., Etsú.",
"Rainy season (early), n., Mama.",,,
,,"Rat (a species), n., Èfiàṇ.",
"Raise, v., To.",,,
,,"Rate, v., Lòmi; Lò emi.",
"Raise dust, v., La.",,,
,,"Rate, n., Milò; Emilò.",
"Rake, n., Sǒgi.",,,
,,"Rather, prep., adv., Kàkàdǐ.",
"Rake, v., Sǒ.",,,
,,"Rating, n., Milògùṇ.",
"Ram (sheep), n., Kùgià.",,,
,,"Ratio, n., Tòntòrí.",
"Ram (bunt), n., Gungbogi.",,,
,,"Ration, n., Tòntò.",
"Ram, v., Gungbo.",,,
,,"Rattle, v., Tsan.",
"Ramadan, n., Etswa azun.",,,
,134,,
"Rattle (gourd), n., Babo.","Rebel, v., Jin gáṇigáṇ.",,
"Rattle (tambourine), n., Eku.","Rebel, n., Gáṇigáṇgi; Gáṇigáṇgijinci.",,
"Rattle (dancer’s), n., Dzǎka.","Rebellion, n., Gáṇigáṇ.",,
"Raunchy, adj., Mukanyi.","Rebound, v., Fùya.",,
"Rave, v., Lesuṇ.","Rebuke, v., Saci.",,
"Raven (bird), n., Luzhiko.","Recall, v., Tuṇbóyé.",,
"Raven (black), adj., Tswanyi.","Recall, n., Ebótuṇyé.",,
"Ravine, n., Edáṇ.","Recalling, n., Bótuṇyégùṇ.",,
"Raw, adj., Mimi.","Recede, v., Kpán.",,
"Raw (meat), adj., Bimbiri.","Receding (baldness), adj., Dzakogi.",,
"Ray, n., Nạyèrè; Enạ yèrè.","Receipt, n., Gogi.",,
"Raze, v., Vungwa.","Receipt, v., Gi gogi.",,
"Razor, n., Efiṇ; Fiṇgi; Efiṇgi.","Receivable, adj., Gbwàgòwǒci.",,
"Razor-sharp, adj., Bamvaga.","Receive, v., Gògbwà.",,
"Re-, prefix, Ye.","Recent, adj., adv., Mangi.",,
"Reach, v., Tuṇ; Tuṇ bo.","Recess, v., Batú.",,
"Reach out, v., Támidạn.","Recline, v., Tashín.",,
"Reach out, n., Emitádạn.","Recognize, v., Gbáṇye..",,
"React, v., Yigwa.","Recompense, n., Gálò.",,
"Reaction, n., Gwayi.","Reconcile, v., Jin giaria.",,
"Read, v., Gba.","Reconcilement, n., Giaria.",,
"Reading, n., Nyagba.","Reconciliation, n., Giariajin.",,
"Readiness, n., Sisajiṇ.","Reconnoiter, v., Manna.",,
"Ready, adj.,Sájiṇ.","Reconnoitering, n., Ennama.",,
"Real, adj., Bèshi.","Record, v., Patan; Pa etan.",,
"Reality, n.,. Bèshigi.","Record, n., Tanpa.",,
"Really, adv., Bèshi.","Recount, v., Loba; Lo.",,
"Reap, v., Ko; Koyi.","Recover, v., Dzìzhǐṇ.",,
"Reap (guinea corn), v., Ma.","Recovery, n., Dzìdzìzhǐṇ.",,
"Reap (maize), v., Te.","Recreation, n., Kwanazauna.",,
"Reap (rice), v., Gbe.","Rectangle, n., Patasoro.",,
"Reaper, v., Yikoci; Eyikoci.","Rectum, n., Nyǐkpí.",,
"Rear, v., Kpa.","Recuperate, v., Sagun.",,
"Reason, n., Ètagù; Tagù.","Red, n., Dzuru.",,
"Reason, v., Gùta.","Red, adj., v., Dzú.",,
"Rebate, n., Sauki.","Redden, v., Do.",,
"Reddish, adj., Dzukan.","Regale, n., Wolima.",,
"Reddishness, n., Dzúdzûnyǐ.","Regalia, n., Sasagi",,
"Redeem, v., Gin.","Regard, v., Lò; Rwà.",,
"Redeemer, n., Ginya.","Regard, n., Lolo.",,
"Red-hot, adj., Dzuyaka.","Region, n., Gwalafu.",,
"Red lily, n., Tasabi yabagi.","Regress, v., Wuba.",,
"Redolence, n., Kawushi.","Regret, v., Ti rogonkpe.",,
"Red Sea, n., Dudo.","Regret, n., Rogonkpe.",,
"Reduce, v., Tà; Tàke.","Regular, adj., Kamindo.",,
"Reduction, n., Titàke.","Regularly, adv.,Kami ndondo",,
"Red yam, n., Eci dzuru.","Reign, v., Gitsu.",,
"Reed, n., Eza.","Reign, n., Tsugi; Etsugi.",,
"Reed (cane), n., Eyigi.","Rein, n., Dzami.",,
"Reed grass, n., Layisa.","Reincarnate, v., Zhede.",,
"Reek, v., Ṇákàṇ.","Reiterate, v., Jeda.",,
"Reeking, n., Ekàṇná.","Rejoice, v., Mami.",,
"Reel, n., Wòfi.","Rejoin (explain), v., Kpe shiaruba.",,
"Refer (mention), v., Swà.","Rejoinder, n., Shiaruba.",,
"Refer, v., Dan gwa; Dangwa.","Reiterate, v., Yeda.",,
"Referee, n., Egwadanci.","Rekindle, v., Yìna.",,
"Reference, n., Egwadan.","Relate (compare), v., Lásàṇ; Lá sàṇ",,
"Reflect (light), v., Mana.",dòzhì.,,
"Reflex, n., Gbígí.","Relate (interact with), v., Gisun.",,
"Reflux, n., Jèzhìnró.","Relate (narrate), v., Kpinnya; Kpin",,
"Reform, v., Tadá.",enya.,,
"Reform, n., Dáta.","Related, adj., Gunnyi.",,
"Reformation, n., Titada.","Relating, n., Nyakpin; Enyakpin.",,
"Refrain (sing), n., Zanabi.","Relation, n., Nyíci; Nạnyíci.",,
"Refreshing, adj., Yanko.","Relationship (friendship), n., Sungi.",,
"Refrigerate, v., Kawanriri.","Relative (relation), n., Enyí;",,
"Refrigeration, n., Ririkawan.",Nyígunci.,,
"Refrigerator, n., Ririkawangi.","Relax, v., Tsǔṇ.",,
"Refusal, n., Biwo.","Relaxation, n., Tsuntsǔṇ.",,
"Refuse, v., Wobi.","Relay (information), v., Gosan.",,
"Refuse (garbage), n., Tutun.","Release, v., Ya.",,
"Refuse dump, n., Tutunti.","Relevant, adj., Goye.",,
"Relieve (assist), v., Tògwa.","Replacement, n., Gwagoci;",,
"Relief, n., Gwatò.",Egwagoci.,,
"Religion, n., Wurumi.","Replay, vt., Màdzǒbe.",,
